구분,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
연립다세대,서울특별시 마포구 신수동,62-82,0062,0082,한신지우빌,전세,29.91,202212,10,"        26,500",             0,4,2018,대흥로11안길 20
연립다세대,서울특별시 마포구 신수동,62-82,0062,0082,한신지우빌,전세,29.91,202212,10,"        26,500",             0,4,2018,대흥로11안길 20
연립다세대,서울특별시 마포구 신수동,85-21,0085,0021,휴원,월세,52.08,202206,25,"         1,000",            50,3,2003,광성로6길 46
연립다세대,서울특별시 마포구 아현동,331-23,0331,0023,(331-23),전세,61,202207,15,"        29,000",             0,2,2003,신촌로32길 3-16
연립다세대,서울특별시 마포구 아현동,346-21,0346,0021,(346-21),월세,82.7,202201,1,"         1,000",            50,5,2001,신촌로32길 4
연립다세대,서울특별시 마포구 아현동,346-21,0346,0021,(346-21),전세,82.7,202211,22,"         6,000",             0,5,2001,신촌로32길 4
연립다세대,서울특별시 마포구 아현동,346-21,0346,0021,(346-21),월세,82.7,202212,3,"         2,000",            50,5,2001,신촌로32길 4
연립다세대,서울특별시 마포구 아현동,353-4,0353,0004,(353-4),전세,21.11,202202,23,"        27,000",             0,10,2020,신촌로 224
연립다세대,서울특별시 마포구 아현동,353-4,0353,0004,(353-4),전세,25.08,202207,7,"        33,600",             0,9,2020,신촌로 224
연립다세대,서울특별시 마포구 아현동,353-4,0353,0004,(353-4),전세,21.11,202207,8,"        24,000",             0,8,2020,신촌로 224
연립다세대,서울특별시 마포구 아현동,353-4,0353,0004,(353-4),전세,25.08,202209,8,"        33,000",             0,7,2020,신촌로 224
연립다세대,서울특별시 마포구 아현동,353-4,0353,0004,(353-4),월세,21.11,202210,6,"        10,000",            60,7,2020,신촌로 224
연립다세대,서울특별시 마포구 아현동,372-52,0372,0052,(372-52),전세,18.29,202205,19,"        13,000",             0,5,2019,마포대로26길 23
연립다세대,서울특별시 마포구 아현동,372-52,0372,0052,(372-52),전세,18.35,202211,22,"        15,750",             0,5,2019,마포대로26길 23
연립다세대,서울특별시 마포구 아현동,372-52,0372,0052,(372-52),전세,29.06,202212,21,"        20,000",             0,2,2019,마포대로26길 23
연립다세대,서울특별시 마포구 아현동,372-52,0372,0052,(372-52),전세,29.06,202212,21,"        20,000",             0,2,2019,마포대로26길 23
연립다세대,서울특별시 마포구 아현동,372-52,0372,0052,(372-52),전세,29.06,202212,31,"        22,000",             0,4,2019,마포대로26길 23
연립다세대,서울특별시 마포구 아현동,677-6,0677,0006,(677-6),월세,36.57,202202,16,"         3,000",            60,2,1993,대흥로30길 47
연립다세대,서울특별시 마포구 아현동,693-3,0693,0003,(693-3),전세,42.2,202202,24,"        15,000",             0,2,1985,손기정로3길 9-4
연립다세대,서울특별시 마포구 아현동,693-3,0693,0003,(693-3),전세,42.2,202202,24,"        15,000",             0,2,1985,손기정로3길 9-4
연립다세대,서울특별시 마포구 아현동,693-3,0693,0003,(693-3),월세,42.2,202204,26,"         1,500",            70,-1,1985,손기정로3길 9-4
연립다세대,서울특별시 마포구 아현동,693-3,0693,0003,(693-3),전세,42.2,202210,18,"        15,000",             0,1,1985,손기정로3길 9-4
연립다세대,서울특별시 마포구 아현동,693-4,0693,0004,(693-4),전세,64.8,202202,15,"        12,000",             0,3,1985,손기정로3길 13-2
연립다세대,서울특별시 마포구 아현동,693-4,0693,0004,(693-4),월세,64.8,202211,26,"         2,000",            40,1,1985,손기정로3길 13-2
연립다세대,서울특별시 마포구 아현동,693-9,0693,0009,(693-9),전세,55.47,202208,23,"        20,000",             0,2,1985,손기정로3길 9
연립다세대,서울특별시 마포구 아현동,695-10,0695,0010,(695-10),전세,25.29,202201,6,"         8,400",             0,3,1990,손기정로5길 15
연립다세대,서울특별시 마포구 아현동,695-11,0695,0011,(695-11),전세,50.82,202201,15,"        12,000",             0,3,1990,손기정로5길 17
연립다세대,서울특별시 마포구 아현동,695-6,0695,0006,(695-6),전세,56.22,202203,19,"        17,000",             0,2,1986,손기정로5길 19
연립다세대,서울특별시 마포구 아현동,696-5,0696,0005,(696-5),전세,35.28,202210,26,"        10,000",             0,1,2007,손기정로5길 11
연립다세대,서울특별시 마포구 아현동,696-7,0696,0007,(696-7),월세,58.04,202206,15,"         7,000",            10,3,1985,손기정로3길 16-7
연립다세대,서울특별시 마포구 아현동,697-3,0697,0003,(697-3),전세,59.1,202202,16,"        15,000",             0,-1,1983,손기정로5길 9-1
연립다세대,서울특별시 마포구 아현동,697-3,0697,0003,(697-3),전세,59.1,202208,6,"        18,900",             0,3,1983,손기정로5길 9-1
연립다세대,서울특별시 마포구 아현동,698-1,0698,0001,(698-1),월세,57.3,202205,24,"         2,000",            70,1,1985,손기정로3길 14
연립다세대,서울특별시 마포구 아현동,698-1,0698,0001,(698-1),전세,47.44,202209,28,"        15,000",             0,3,1985,손기정로3길 14
연립다세대,서울특별시 마포구 아현동,700-5,0700,0005,(700-5),월세,62.37,202203,16,"         2,000",            80,3,1986,손기정로5길 3
연립다세대,서울특별시 마포구 아현동,700-7,0700,0007,(700-7),전세,52.38,202202,7,"        15,000",             0,3,1985,손기정로 21
연립다세대,서울특별시 마포구 아현동,701-1,0701,0001,(701-1),월세,40.2,202204,4,"        12,000",            20,1,2007,손기정로5길 10
연립다세대,서울특별시 마포구 아현동,701-1,0701,0001,(701-1),월세,40.2,202204,4,"        12,000",            20,1,2007,손기정로5길 10
연립다세대,서울특별시 마포구 아현동,701-1,0701,0001,(701-1),전세,40.2,202207,15,"        13,000",             0,2,2007,손기정로5길 10
연립다세대,서울특별시 마포구 아현동,701-1,0701,0001,(701-1),전세,40.2,202207,15,"        13,000",             0,2,2007,손기정로5길 10
연립다세대,서울특별시 마포구 아현동,701-1,0701,0001,(701-1),전세,40.2,202209,3,"        15,000",             0,2,2007,손기정로5길 10
연립다세대,서울특별시 마포구 아현동,701-11,0701,0011,(701-11),전세,54.32,202212,10,"        20,000",             0,2,2007,손기정로5길 6-1
연립다세대,서울특별시 마포구 아현동,701-2,0701,0002,(701-2),전세,35.61,202210,25,"        12,000",             0,2,1989,손기정로5길 12
연립다세대,서울특별시 마포구 아현동,702-3,0702,0003,(702-3),전세,34.74,202210,5,"         8,925",             0,2,1989,손기정로7길 5-1
연립다세대,서울특별시 마포구 아현동,703-5,0703,0005,(703-5),월세,75.06,202212,3,"         4,150",            50,3,1985,손기정로 47-36
연립다세대,서울특별시 마포구 아현동,705-1,0705,0001,(705-1),전세,41.58,202201,5,"        12,000",             0,1,2014,손기정로 47-26
연립다세대,서울특별시 마포구 아현동,705-11,0705,0011,(705-11),전세,39.6,202207,30,"        19,800",             0,2,1986,손기정로 51
연립다세대,서울특별시 마포구 아현동,705-6,0705,0006,(705-6),전세,54.74,202201,8,"        13,000",             0,1,2007,손기정로 47-10
연립다세대,서울특별시 마포구 아현동,706-4,0706,0004,(706-4),전세,32.38,202203,24,"         8,000",             0,2,1985,손기정로 56
연립다세대,서울특별시 마포구 아현동,707,0707,0000,(707-0),전세,38.07,202205,28,"        17,000",             0,2,2007,손기정로 32
연립다세대,서울특별시 마포구 아현동,707-5,0707,0005,(707-5),전세,41.85,202207,27,"        14,500",             0,3,1986,손기정로10길 4
연립다세대,서울특별시 마포구 아현동,707-5,0707,0005,(707-5),전세,41.85,202207,27,"        14,500",             0,3,1986,손기정로10길 4
연립다세대,서울특별시 마포구 아현동,707-6,0707,0006,(707-6),전세,48.3,202209,12,"        15,000",             0,1,1994,손기정로6길 3-5
연립다세대,서울특별시 마포구 아현동,707-8,0707,0008,(707-8),전세,50.36,202205,15,"        19,000",             0,1,1986,손기정로6길 3
연립다세대,서울특별시 마포구 아현동,708-6,0708,0006,(708-6),월세,44.55,202204,13,"         3,000",            40,3,2007,환일1길 21
연립다세대,서울특별시 마포구 아현동,710-4,0710,0004,(710-4),전세,39.33,202210,22,"        14,000",             0,3,1985,손기정로4길 8
연립다세대,서울특별시 마포구 아현동,714,0714,0000,(714-0),전세,55.46,202202,7,"         4,000",             0,1,1985,환일1길 16
연립다세대,서울특별시 마포구 아현동,715-10,0715,0010,(715-10),전세,57.24,202208,8,"        13,500",             0,2,1988,환일1길 18-9
연립다세대,서울특별시 마포구 아현동,715-8,0715,0008,(715-8),전세,123.54,202205,13,"         2,000",             0,-1,1988,손기정로6길 8
연립다세대,서울특별시 마포구 아현동,716-11,0716,0011,(716-11),전세,26.78,202203,29,"        13,000",             0,3,1989,손기정로4안길 9
연립다세대,서울특별시 마포구 아현동,716-11,0716,0011,(716-11),전세,26.78,202209,19,"        13,650",             0,3,1989,손기정로4안길 9
연립다세대,서울특별시 마포구 아현동,717-1,0717,0001,(717-1),전세,36.3,202201,3,"        13,000",             0,1,1982,손기정로10길 7
연립다세대,서울특별시 마포구 아현동,717-1,0717,0001,(717-1),월세,72.6,202208,25,"         3,000",            50,2,1982,손기정로10길 7
연립다세대,서울특별시 마포구 아현동,717-1,0717,0001,(717-1),월세,72.6,202210,22,"         3,000",            50,2,1982,손기정로10길 7
연립다세대,서울특별시 마포구 아현동,718-1,0718,0001,(718-1),전세,48.78,202208,23,"        20,000",             0,1,1987,손기정로12길 5-1
연립다세대,서울특별시 마포구 아현동,719,0719,0000,(719-0),전세,49.71,202202,16,"        13,500",             0,2,1987,손기정로12길 9
연립다세대,서울특별시 마포구 아현동,719,0719,0000,(719-0),전세,49.71,202202,16,"        13,500",             0,2,1987,손기정로12길 9
연립다세대,서울특별시 마포구 아현동,720-2,0720,0002,(720-2),전세,47.85,202201,7,"        10,000",             0,2,1985,손기정로4길 23
연립다세대,서울특별시 마포구 아현동,720-2,0720,0002,(720-2),전세,47.85,202201,7,"        10,000",             0,2,1985,손기정로4길 23
연립다세대,서울특별시 마포구 아현동,720-2,0720,0002,(720-2),전세,47.85,202203,2,"         9,000",             0,3,1985,손기정로4길 23
연립다세대,서울특별시 마포구 아현동,720-2,0720,0002,(720-2),전세,47.85,202212,3,"        12,000",             0,2,1985,손기정로4길 23
연립다세대,서울특별시 마포구 아현동,720-2,0720,0002,(720-2),전세,47.85,202212,31,"        12,500",             0,2,1985,손기정로4길 23
연립다세대,서울특별시 마포구 아현동,720-2,0720,0002,(720-2),전세,47.85,202212,31,"        12,500",             0,2,1985,손기정로4길 23
연립다세대,서울특별시 마포구 아현동,721-2,0721,0002,(721-2),전세,54.48,202204,1,"        10,000",             0,2,1986,손기정로4길 19
연립다세대,서울특별시 마포구 아현동,721-2,0721,0002,(721-2),월세,54.48,202208,20,"        10,000",            32,2,1986,손기정로4길 19
연립다세대,서울특별시 마포구 아현동,723,0723,0000,(723-0),월세,73.44,202206,22,"        17,000",            12,2,1985,환일길 25-4
연립다세대,서울특별시 마포구 아현동,742-5,0742,0005,(742-5),전세,38.86,202202,26,"        25,000",             0,2,2018,마포대로28라길 16
연립다세대,서울특별시 마포구 아현동,742-5,0742,0005,(742-5),전세,42.03,202205,11,"        30,450",             0,3,2018,마포대로28라길 16
연립다세대,서울특별시 마포구 아현동,747,0747,0000,(747-0),전세,60.91,202202,6,"        16,800",             0,3,2014,마포대로24안길 10
연립다세대,서울특별시 마포구 아현동,747,0747,0000,(747-0),월세,60.9,202203,6,"         1,000",            50,3,2014,마포대로24안길 10
연립다세대,서울특별시 마포구 아현동,763-9,0763,0009,(763-9),전세,65.88,202210,5,"        20,000",             0,4,2015,환일2길 7-9
연립다세대,서울특별시 마포구 아현동,764,0764,0000,(764-0),전세,33.8,202204,11,"        11,000",             0,4,2014,마포대로28가길 26
연립다세대,서울특별시 마포구 아현동,744-3,0744,0003,(구378-27),월세,35.82,202212,30,"         2,000",            53,2,1992,마포대로24길 17-1
연립다세대,서울특별시 마포구 아현동,749-4,0749,0004,(구389-6),전세,55.74,202202,25,"        18,900",             0,3,1994,마포대로24길 27
연립다세대,서울특별시 마포구 아현동,746-3,0746,0003,"(구390-11,88빌라9동)",월세,40.03,202210,13,"         1,000",            60,1,1988,환일길 46-14
연립다세대,서울특별시 마포구 아현동,750-6,0750,0006,(구392-35),전세,32.03,202207,1,"        13,000",             0,-1,1990,마포대로24길 31-9
연립다세대,서울특별시 마포구 아현동,746-4,0746,0004,(구393-21),전세,36.18,202206,12,"        13,700",             0,1,1988,환일8길 14
연립다세대,서울특별시 마포구 아현동,740-3,0740,0003,(구85-420),월세,62.15,202202,12,"        12,000",            30,3,1995,환일6길 5
연립다세대,서울특별시 마포구 아현동,740-3,0740,0003,(구85-420),전세,62.15,202204,13,"        24,000",             0,2,1995,환일6길 5
연립다세대,서울특별시 마포구 아현동,740-3,0740,0003,(구85-420),전세,54.84,202207,20,"        21,000",             0,1,1995,환일6길 5
연립다세대,서울특별시 마포구 아현동,740-1,0740,0001,"(구85-426,한일빌라B동)",전세,76.92,202206,17,"        17,850",             0,4,1995,마포대로28라길 25
연립다세대,서울특별시 마포구 아현동,740-1,0740,0001,"(구85-426,한일빌라B동)",전세,46.39,202210,18,"        12,600",             0,3,1995,마포대로28라길 25
연립다세대,서울특별시 마포구 아현동,742-2,0742,0002,(구85-490),전세,52.99,202208,31,"        16,500",             0,2,1991,마포대로28라길 10
연립다세대,서울특별시 마포구 아현동,742-7,0742,0007,(구85-509),전세,44.53,202212,7,"        12,000",             0,3,1987,마포대로28라길 22
연립다세대,서울특별시 마포구 아현동,742-12,0742,0012,(구85-513),전세,41.13,202206,12,"        11,500",             0,3,1988,마포대로24안길 9
연립다세대,서울특별시 마포구 아현동,747-4,0747,0004,(구85-530),전세,52.89,202202,18,"         5,500",             0,3,1982,환일길 42
연립다세대,서울특별시 마포구 아현동,762-9,0762,0009,(구85-750),월세,59.19,202208,22,"        10,000",            50,2,1985,환일길 28
연립다세대,서울특별시 마포구 아현동,762,0762,0000,27구획1호,전세,41.49,202201,21,"        18,900",             0,2,1984,환일2길 3
연립다세대,서울특별시 마포구 아현동,746,0746,0000,88빌라11동(구85-535),전세,35.4,202202,23,"        15,700",             0,2,1988,마포대로24안길 8
연립다세대,서울특별시 마포구 아현동,746,0746,0000,88빌라11동(구85-535),전세,35.4,202202,23,"        15,700",             0,2,1988,마포대로24안길 8
연립다세대,서울특별시 마포구 아현동,743-5,0743,0005,구85-586(협동빌라),월세,80.93,202206,29,"         3,000",            30,3,1988,마포대로26길 33-12
연립다세대,서울특별시 마포구 아현동,743-5,0743,0005,구85-586(협동빌라),월세,76.06,202209,24,"         9,000",             5,2,1988,마포대로26길 33-12
연립다세대,서울특별시 마포구 아현동,743-5,0743,0005,구85-586(협동빌라),월세,76.06,202209,24,"         9,000",             5,2,1988,마포대로26길 33-12
연립다세대,서울특별시 마포구 아현동,747-11,0747,0011,까치빌라A(85-544),전세,77.32,202209,3,"        13,000",             0,2,1992,마포대로24안길 10-3
연립다세대,서울특별시 마포구 아현동,742-3,0742,0003,다이아캐슬,전세,29.79,202207,8,"        17,850",             0,1,2016,마포대로28라길 12
연립다세대,서울특별시 마포구 아현동,742-3,0742,0003,다이아캐슬,월세,50.85,202207,9,"        13,000",            30,2,2016,마포대로28라길 12
연립다세대,서울특별시 마포구 아현동,742-3,0742,0003,다이아캐슬,전세,50.85,202211,28,"        24,000",             0,3,2016,마포대로28라길 12
연립다세대,서울특별시 마포구 아현동,742-3,0742,0003,다이아캐슬,전세,50.85,202212,14,"        24,000",             0,3,2016,마포대로28라길 12
연립다세대,서울특별시 마포구 아현동,700-2,0700,0002,덕성빌라,전세,52.2,202210,20,"        15,000",             0,2,1985,손기정로5길 7-1
연립다세대,서울특별시 마포구 아현동,748-9,0748,0009,롯데빌라(구392-76),월세,50.82,202208,20,"         3,000",            50,1,1994,환일8길 10
연립다세대,서울특별시 마포구 아현동,748-9,0748,0009,롯데빌라(구392-76),전세,45.78,202209,22,"        15,000",             0,1,1994,환일8길 10
연립다세대,서울특별시 마포구 아현동,742-1,0742,0001,리움하우스,전세,22.87,202202,5,"        14,000",             0,4,2017,마포대로28라길 8
연립다세대,서울특별시 마포구 아현동,742-1,0742,0001,리움하우스,전세,27.66,202208,22,"        22,000",             0,3,2017,마포대로28라길 8
연립다세대,서울특별시 마포구 아현동,393-4,0393,0004,명하우스,전세,22.79,202202,8,"        15,700",             0,3,2019,환일길 66
연립다세대,서울특별시 마포구 아현동,748-12,0748,0012,목화빌라3동(구392-90),전세,62.6,202202,8,"        15,750",             0,2,1995,환일8길 2
연립다세대,서울특별시 마포구 아현동,722,0722,0000,무궁화빌라,전세,44.04,202205,10,"        11,000",             0,3,1985,손기정로4길 18
연립다세대,서울특별시 마포구 아현동,763-8,0763,0008,삼성주택(구85-683),전세,29.52,202201,22,"        13,000",             0,2,1989,환일2길 5-18
연립다세대,서울특별시 마포구 아현동,743,0743,0000,상실빌라(구378-21),전세,27.84,202205,10,"        14,000",             0,3,1989,마포대로26길 35
연립다세대,서울특별시 마포구 아현동,762-8,0762,0008,상우연립3동(구85-749),전세,40.66,202205,17,"        11,000",             0,-1,1985,환일2길 5-17
연립다세대,서울특별시 마포구 아현동,762-8,0762,0008,상우연립3동(구85-749),월세,40.39,202206,13,"         2,000",            50,3,1985,환일2길 5-17
연립다세대,서울특별시 마포구 아현동,282-20,0282,0020,서봄하우스,월세,28.6,202210,18,           702,            31,5,2022,굴레방로3길 8
연립다세대,서울특별시 마포구 아현동,282-20,0282,0020,서봄하우스,월세,28.6,202210,19,           702,            30,4,2022,굴레방로3길 8
연립다세대,서울특별시 마포구 아현동,282-20,0282,0020,서봄하우스,월세,25.14,202210,19,"         4,234",            12,6,2022,굴레방로3길 8
연립다세대,서울특별시 마포구 아현동,282-20,0282,0020,서봄하우스,월세,24.56,202210,20,           605,            29,5,2022,굴레방로3길 8
연립다세대,서울특별시 마포구 아현동,282-20,0282,0020,서봄하우스,월세,24.65,202210,27,           605,            29,5,2022,굴레방로3길 8
연립다세대,서울특별시 마포구 아현동,282-20,0282,0020,서봄하우스,월세,24.65,202210,28,           605,            29,4,2022,굴레방로3길 8
연립다세대,서울특별시 마포구 아현동,282-20,0282,0020,서봄하우스,월세,24.59,202211,16,           605,            30,6,2022,굴레방로3길 8
연립다세대,서울특별시 마포구 아현동,282-20,0282,0020,서봄하우스,월세,24.56,202212,28,           605,            29,5,2022,굴레방로3길 8
연립다세대,서울특별시 마포구 아현동,748-6,0748,0006,성광빌라,전세,23.75,202202,9,"        14,700",             0,3,2020,환일길 48-1
연립다세대,서울특별시 마포구 아현동,748-6,0748,0006,성광빌라,전세,22.97,202203,28,"        16,000",             0,2,2020,환일길 48-1
연립다세대,서울특별시 마포구 아현동,748-6,0748,0006,성광빌라,전세,31.86,202206,20,"        22,000",             0,3,2020,환일길 48-1
연립다세대,서울특별시 마포구 아현동,748-6,0748,0006,성광빌라,전세,31.86,202206,20,"        22,000",             0,3,2020,환일길 48-1
연립다세대,서울특별시 마포구 아현동,716-1,0716,0001,성원,월세,46.62,202203,20,"        10,000",             7,1,1985,손기정로6길 3-4
연립다세대,서울특별시 마포구 아현동,716-1,0716,0001,성원,전세,86.04,202204,20,"        16,800",             0,2,1985,손기정로6길 3-4
연립다세대,서울특별시 마포구 아현동,716-1,0716,0001,성원,전세,86.04,202205,7,"        25,000",             0,3,1985,손기정로6길 3-4
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,49.99,202201,22,"        33,000",             0,4,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.63,202201,24,"        25,000",             0,3,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.24,202204,23,"        25,000",             0,6,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.24,202206,10,"        18,900",             0,3,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,월세,29.98,202206,20,"         1,000",            80,5,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,월세,33.15,202206,24,"        20,000",            25,4,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.9,202207,14,"        17,000",             0,3,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.9,202207,14,"        17,000",             0,3,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.24,202207,15,"        20,000",             0,4,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.24,202207,15,"        21,000",             0,4,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.98,202207,19,"        22,000",             0,3,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,42.95,202207,29,"        24,000",             0,3,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,월세,29.85,202207,30,"        13,000",            35,5,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.63,202208,6,"        21,000",             0,5,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.85,202208,17,"        21,000",             0,3,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.85,202208,17,"        21,000",             0,3,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,748-7,0748,0007,스카이빌리지,전세,29.24,202209,3,"        24,000",             0,5,2020,환일길 50
연립다세대,서울특별시 마포구 아현동,346-3,0346,0003,스카이빌아현,전세,26.76,202201,24,"        44,000",             0,8,2021,신촌로 244
연립다세대,서울특별시 마포구 아현동,346-3,0346,0003,스카이빌아현,전세,26.13,202202,23,"        41,000",             0,11,2021,신촌로 244
연립다세대,서울특별시 마포구 아현동,346-3,0346,0003,스카이빌아현,전세,26.13,202206,2,"        43,000",             0,9,2021,신촌로 244
연립다세대,서울특별시 마포구 아현동,346-3,0346,0003,스카이빌아현,전세,26.76,202210,8,"        43,900",             0,11,2021,신촌로 244
연립다세대,서울특별시 마포구 아현동,724-14,0724,0014,시스하임,전세,45.8,202202,19,"        21,000",             0,2,2020,손기정로12길 11
연립다세대,서울특별시 마포구 아현동,724-14,0724,0014,시스하임,전세,28.58,202203,27,"        17,000",             0,4,2020,손기정로12길 11
연립다세대,서울특별시 마포구 아현동,724-14,0724,0014,시스하임,전세,45.8,202204,5,"        20,500",             0,3,2020,손기정로12길 11
연립다세대,서울특별시 마포구 아현동,724-14,0724,0014,시스하임,전세,28.08,202204,8,"        18,900",             0,5,2020,손기정로12길 11
연립다세대,서울특별시 마포구 아현동,724-14,0724,0014,시스하임,월세,22.22,202206,23,"         3,000",            50,5,2020,손기정로12길 11
연립다세대,서울특별시 마포구 아현동,724-14,0724,0014,시스하임,월세,22.22,202206,23,"         3,000",            50,5,2020,손기정로12길 11
연립다세대,서울특별시 마포구 아현동,705-2,0705,0002,신성빌라,월세,73.81,202207,11,"        15,500",            30,2,2007,손기정로 47-24
연립다세대,서울특별시 마포구 아현동,327-4,0327,0004,신양행복아현,전세,29.97,202202,7,"        35,000",             0,5,2019,굴레방로9길 7
연립다세대,서울특별시 마포구 아현동,327-4,0327,0004,신양행복아현,전세,29.97,202202,26,"        32,000",             0,7,2019,굴레방로9길 7
연립다세대,서울특별시 마포구 아현동,327-4,0327,0004,신양행복아현,전세,29.95,202204,13,"        32,000",             0,5,2019,굴레방로9길 7
연립다세대,서울특별시 마포구 아현동,327-4,0327,0004,신양행복아현,전세,29.95,202205,30,"        33,000",             0,7,2019,굴레방로9길 7
연립다세대,서울특별시 마포구 아현동,742-4,0742,0004,아이파크빌,월세,29.79,202208,18,"         5,000",            60,2,2015,마포대로28라길 14
연립다세대,서울특별시 마포구 아현동,709,0709,0000,아현라온빌,전세,16.78,202201,3,"        19,000",             0,6,2020,손기정로 2
연립다세대,서울특별시 마포구 아현동,709,0709,0000,아현라온빌,전세,21.6,202201,14,"        19,950",             0,8,2020,손기정로 2
연립다세대,서울특별시 마포구 아현동,709,0709,0000,아현라온빌,전세,16.78,202201,15,"        17,850",             0,5,2020,손기정로 2
연립다세대,서울특별시 마포구 아현동,709,0709,0000,아현라온빌,전세,16.19,202202,3,"        15,750",             0,8,2020,손기정로 2
연립다세대,서울특별시 마포구 아현동,709,0709,0000,아현라온빌,전세,21.6,202202,5,"        20,900",             0,5,2020,손기정로 2
연립다세대,서울특별시 마포구 아현동,709,0709,0000,아현라온빌,전세,21.6,202202,17,"        24,000",             0,6,2020,손기정로 2
연립다세대,서울특별시 마포구 아현동,709,0709,0000,아현라온빌,전세,21.6,202202,17,"        23,000",             0,7,2020,손기정로 2
연립다세대,서울특별시 마포구 아현동,709,0709,0000,아현라온빌,전세,16.79,202202,21,"        17,000",             0,5,2020,손기정로 2
연립다세대,서울특별시 마포구 아현동,709,0709,0000,아현라온빌,전세,20.94,202203,5,"        20,000",             0,8,2020,손기정로 2
연립다세대,서울특별시 마포구 아현동,709,0709,0000,아현라온빌,전세,21.6,202204,2,"        23,000",             0,7,2020,손기정로 2
연립다세대,서울특별시 마포구 아현동,762-5,0762,0005,아현빌라,월세,22.82,202208,2,"         3,000",            40,2,2014,환일2길 5-11
연립다세대,서울특별시 마포구 아현동,327-10,0327,0010,아현시티,월세,25.88,202210,13,"         3,000",            85,2,2020,신촌로34길 11
연립다세대,서울특별시 마포구 아현동,709-6,0709,0006,에이치엠하우징,전세,29.57,202201,13,"        25,000",             0,4,2019,환일1길 5
연립다세대,서울특별시 마포구 아현동,709-6,0709,0006,에이치엠하우징,전세,21.97,202205,21,"        15,750",             0,3,2019,환일1길 5
연립다세대,서울특별시 마포구 아현동,709-6,0709,0006,에이치엠하우징,전세,21.97,202205,21,"        15,750",             0,3,2019,환일1길 5
연립다세대,서울특별시 마포구 아현동,709-6,0709,0006,에이치엠하우징,전세,21.97,202206,25,"        13,000",             0,2,2019,환일1길 5
연립다세대,서울특별시 마포구 아현동,709-6,0709,0006,에이치엠하우징,전세,29.57,202207,11,"        25,000",             0,4,2019,환일1길 5
연립다세대,서울특별시 마포구 아현동,709-6,0709,0006,에이치엠하우징,전세,25.4,202208,31,"        17,850",             0,2,2019,환일1길 5
연립다세대,서울특별시 마포구 아현동,709-6,0709,0006,에이치엠하우징,전세,29.98,202209,9,"        26,500",             0,5,2019,환일1길 5
연립다세대,서울특별시 마포구 아현동,709-6,0709,0006,에이치엠하우징,전세,29.98,202209,9,"        26,500",             0,5,2019,환일1길 5
연립다세대,서울특별시 마포구 아현동,709-6,0709,0006,에이치엠하우징,전세,29.98,202209,9,"        26,500",             0,5,2019,환일1길 5
연립다세대,서울특별시 마포구 아현동,709-6,0709,0006,에이치엠하우징,전세,29.98,202209,9,"        26,500",             0,5,2019,환일1길 5
연립다세대,서울특별시 마포구 아현동,702-5,0702,0005,온누리빌라,전세,69.51,202207,16,"        25,000",             0,4,2005,손기정로 33
연립다세대,서울특별시 마포구 아현동,716,0716,0000,우성아현빌라,월세,44.35,202211,29,"         3,000",            55,2,1989,손기정로6길 3-2
연립다세대,서울특별시 마포구 아현동,282-3,0282,0003,제스트하우스,전세,29.97,202201,16,"        37,000",             0,9,2019,마포대로21길 38
연립다세대,서울특별시 마포구 아현동,282-3,0282,0003,제스트하우스,전세,29.97,202209,17,"        37,000",             0,7,2019,마포대로21길 38
연립다세대,서울특별시 마포구 아현동,282-3,0282,0003,제스트하우스,전세,29.97,202211,8,"        30,000",             0,8,2019,마포대로21길 38
연립다세대,서울특별시 마포구 아현동,695-9,0695,0009,종근빌라에이동,전세,61.61,202205,2,"        16,500",             0,1,1990,손기정로3길 23
