SAFETY_NO,SAFETY_CODE,SAFETY_NM,SAFETY_ADDR,SAFETY_EMD,SAFETY_LONG,SAFETY_LAT,SAFETY_X,SAFETY_Y,SAFETY_GUBUN
SFT0042061,공공기관(501010),염리동주민센터,서울특별시 마포구 숭문길 14 (염리동),null,,,14131525.36,4515638.153,공공기관
SFT0042062,공공기관(501010),서울노고산우편취급국,서울특별시 마포구 백범로1길 18,null,,,14130670.64,4516700.066,공공기관
SFT0042063,공공기관(501010),대흥동주민센터,서울특별시 마포구 신촌로 26길 10 (노고산동),null,,,14131165.09,4516873.947,공공기관
SFT0042064,공공기관(501010),마포세무서,서울특별시 마포구 독막로 234 (신수동),null,,,14130838.46,4515555.75,공공기관
SFT0042065,공공기관(501010),서강대학교우편취급국,서울특별시 마포구 백범로 35 우정관1층,null,,,14130800.1,4516121.715,공공기관
SFT0042066,공공기관(501010),신수동주민센터,서울특별시 마포구 독막로 192 (신수동),null,,,14130365.12,4515638.939,공공기관
SFT0042067,공공기관(501010),서울신수동우편취급국,서울특별시 마포구 신수로 46,null,,,14130284.08,4515452.049,공공기관
SFT0042068,공공기관(501010),서강동주민센터,서울특별시 마포구 독막로 165 (창전동),null,,,14130012.6,4515732.322,공공기관
SFT0042069,공공기관(501010),서울서교동우체국,서울특별시 마포구 양화로 62,null,,,14128188,4516101.018,공공기관
SFT0042070,공공기관(501010),서교동주민센터,서울특별시 마포구 동교로15길 7 (서교동),null,,,14128066.95,4516767.621,공공기관
SFT0042071,공공기관(501010),서울동교동우편취급국,서울특별시 마포구 신촌로4길 3,null,,,14129645.26,4517129.95,공공기관
SFT0042072,공공기관(501010),합정동주민센터,서울특별시 마포구 월드컵로5길 11 (합정동),null,,,14127748.83,4516276.826,공공기관
SFT0042073,공공기관(501010),망원1동주민센터,서울특별시 마포구 포은로6길 10 (망원동),null,,,14127078.41,4516835.823,공공기관
SFT0042074,공공기관(501010),망원2동주민센터,서울특별시 마포구 방울내로7길 11 (망원동),null,,,14126701.57,4517498.204,공공기관
SFT0042075,공공기관(501010),연남동주민센터,서울특별시 마포구 성미산로29길 17-9 (연남동),null,,,14128894.75,4518086.771,공공기관
SFT0042076,공공기관(501010),서울성산동우체국,서울특별시 마포구 월드컵북로 112,null,,,14127986.78,4517932.025,공공기관
SFT0042077,공공기관(501010),마포중앙도서관,서울특별시 마포구 성산로 128 (성산동),null,,,14127386.63,4517965.532,공공기관
SFT0042078,공공기관(501010),서울성산유원우편취급국,서울특별시 마포구 월드컵북로 26길 17,null,,,14127687.97,4518494.185,공공기관
SFT0042079,공공기관(501010),성산2동주민센터,서울특별시 마포구 월드컵북로30길 22 (성산동),null,,,14127446.53,4518669.795,공공기관
SFT0042219,공공기관(501010),서울성산2동우체국,서울특별시 마포구 월드컵북로 227,null,,,14126835.16,4518796.786,공공기관
SFT0042220,공공기관(501010),성산1동주민센터,서울특별시 마포구 성산로4길 15 (성산동),null,,,14127416.12,4518029.15,공공기관
SFT0042221,공공기관(501010),서울상암디지털우체국,서울특별시 마포구 상암산로 1길 75,null,,,14124583.87,4520347.046,공공기관
SFT0042222,공공기관(501010),상암동주민센터,서울특별시 마포구 매봉산로2길 16 (상암동),null,,,14125851.69,4520029.245,공공기관
SFT0042223,공공기관(501010),서울상암동우편취급국,서울특별시 마포구 월드컵북로 352,null,,,14125685.12,4519832.36,공공기관
SFT0056415,아동안전지킴이집(504040),광명상사(알파문구),서울특별시 마포구 굴레방로 9-1 (아현동),서울특별시 마포구 아현동 282-2,,,14132680.98,4516728.374,
SFT0056416,아동안전지킴이집(504040),유명온누리약국,서울특별시 마포구 만리재옛길 101-1 (아현동),서울특별시 마포구 아현동 402,,,14133288.47,4516249.292,
SFT0056417,아동안전지킴이집(504040),소망문구,서울특별시 마포구 마포대로24길 51 (아현동),서울특별시 마포구 아현동 395-1,,,14133345.87,4516300.542,
SFT0056418,아동안전지킴이집(504040),성아음악학원,서울특별시 마포구 마포대로24길 27 (아현동),서울특별시 마포구 아현동 749-4,,,14133147.91,4516543.782,
SFT0056419,아동안전지킴이집(504040),대륙마트,서울특별시 마포구 마포대로6길 20-1 (공덕동),서울특별시 마포구 공덕동 256-5,,,14132373.48,4515372.498,
SFT0056420,아동안전지킴이집(504040),경성떡볶이,서울특별시 마포구 만리재옛길 18 (신공덕동),서울특별시 마포구 신공덕동 13-2,,,14132583.28,4515425.443,
SFT0056421,아동안전지킴이집(504040),스마일문구점,서울특별시 마포구 도화2길 55 (도화동),서울특별시 마포구 도화동 347 -122,,,14132043.71,4514441.56,
SFT0056422,아동안전지킴이집(504040),어린이문구,서울특별시 마포구 도화2길 63 (도화동),서울특별시 마포구 도화동 347-109,,,14132037.97,4514392.172,
SFT0056423,아동안전지킴이집(504040),CU(마포대운점),서울특별시 마포구 토정로37길 23-1 (용강동),서울특별시 마포구 용강동 19-6,,,14131471.14,4514843.708,
SFT0056424,아동안전지킴이집(504040),르네상스제과점,서울특별시 마포구 큰우물로 39 (대흥동),서울특별시 마포구 대흥동 585,,,14131261.9,4515080.442,
SFT0056425,아동안전지킴이집(504040),삼성프라자 이대점,서울특별시 마포구 대흥로 174 (대흥동),서울특별시 마포구 대흥동 3-30,,,14131597.99,4516683.342,
SFT0056426,아동안전지킴이집(504040),한강부동산,서울특별시 마포구 큰우물로 49 (염리동),서울특별시 마포구 염리동 174-18,,,14131355.91,4515009.402,
SFT0056427,아동안전지킴이집(504040),CU(이대역점),서울특별시 마포구 숭문길 214 (염리동),서울특별시 마포구 염리동 9-125,,,14131629.85,4516876.011,
SFT0056428,아동안전지킴이집(504040),대현마트,서울특별시 마포구 마포대로11길 91 (염리동),서울특별시 마포구 염리동 128-68,,,14131927.05,4515869.737,
SFT0056429,아동안전지킴이집(504040),즐거운약국,서울특별시 마포구 큰우물로 53 (염리동),서울특별시 마포구 염리동 174-14,,,14131409.29,4514966.988,
SFT0056430,아동안전지킴이집(504040),CU(신촌아이비점),서울특별시 마포구 서강로 136 (노고산동),서울특별시 마포구 노고산동 106-5,,,14130413.19,4516616.798,
SFT0056431,아동안전지킴이집(504040),용약국,서울특별시 마포구 신촌로 102-1 (노고산동),서울특별시 마포구 노고산동 31 -135,,,14130600.06,4516692.3,
SFT0056432,아동안전지킴이집(504040),김포문구,서울특별시 마포구 대흥로9길 25 (신수동),서울특별시 마포구 신수동 426 -3,,,14130604.96,4515361.435,
SFT0056433,아동안전지킴이집(504040),선진약국,서울특별시 마포구 독막로20길 53 (창전동),서울특별시 마포구 창전동 388-1,,,14129592.88,4515630.739,
SFT0056434,아동안전지킴이집(504040),은혜세탁소,서울특별시 마포구 와우산로29길 12 (서교동),서울특별시 마포구 서교동 327-18,,,14129698.83,4516728.837,
SFT0056435,아동안전지킴이집(504040),이마트24(마포합정점),서울특별시 마포구 희우정로7길 12 (합정동),서울특별시 마포구 합정동 443-17,,,14127040.37,4516195.809,
SFT0056436,아동안전지킴이집(504040),양슈퍼마켓,서울특별시 마포구 월드컵로7길 44 (합정동),서울특별시 마포구 합정동 432 -49,,,14127508.45,4516463.169,
SFT0056437,아동안전지킴이집(504040),비연꽃꽃이,서울특별시 마포구 월드컵로25길 91 (망원동),서울특별시 마포구 망원동 421 -12,,,14126736.6,4517076.631,
SFT0056438,아동안전지킴이집(504040),하모니마트,서울특별시 마포구 월드컵로31길 93 (망원동),서울특별시 마포구 망원동 437-5,,,14126437.9,4517408.428,
SFT0056439,아동안전지킴이집(504040),세훈통신,서울특별시 마포구 망원로3길 47 (망원동),서울특별시 마포구 망원동 431-41,,,14126483.76,4517258.396,
SFT0056440,아동안전지킴이집(504040),삼천리자전거(망원월드점),서울특별시 마포구 방울내로 53 (망원동),서울특별시 마포구 망원동 436 -12,,,14126611.98,4517391.492,
SFT0056441,아동안전지킴이집(504040),크린토피아 망원점,서울특별시 마포구 방울내로 52 (망원동),서울특별시 마포구 망원동 432-11,,,14126576.15,4517330.336,
SFT0056442,아동안전지킴이집(504040),인더라인(망원 1호점),서울특별시 마포구 마포나루길 407 (망원동),서울특별시 마포구 망원동 205-5,,,14126158.18,4516547.292,
SFT0056443,아동안전지킴이집(504040),세븐일레븐(마포연남점),서울특별시 마포구 성미산로 142 (연남동),서울특별시 마포구 연남동 252 -1,,,14128922.52,4517962.443,
SFT0056444,아동안전지킴이집(504040),연남미니슈퍼,서울특별시 마포구 동교로23길 82 (연남동),서울특별시 마포구 연남동 487-388,,,14128481.32,4517319.636,
SFT0056445,아동안전지킴이집(504040),GS25 연남공원점,서울특별시 마포구 동교로29길 32 (연남동),서울특별시 마포구 연남동 257-23,,,14129027.33,4517721.965,
SFT0056446,아동안전지킴이집(504040),한강슈퍼,서울특별시 마포구 성암로1길 8 (성산동),서울특별시 마포구 성산동 600,,,14127818.46,4518643.111,
SFT0056447,아동안전지킴이집(504040),화이트세탁소,서울특별시 마포구 월드컵로32길 35 (성산동),서울특별시 마포구 성산동 277-19,,,14127168.35,4517872.509,
SFT0056448,아동안전지킴이집(504040),빠리바게뜨(마포성서점),서울특별시 마포구 성미산로 41 (성산동),서울특별시 마포구 성산동 243 -4,,,14127846.22,4517327.458,
SFT0056449,아동안전지킴이집(504040),코아문구사,서울특별시 마포구 성미산로7길 3 (성산동),서울특별시 마포구 성산동 244-5,,,14127814.64,4517334.676,
SFT0056578,아동안전지킴이집(504040),성서문구,서울특별시 마포구 성산로4길 46 (성산동),서울특별시 마포구 성산동 81-107,,,14127471.27,4517936.771,
SFT0056579,아동안전지킴이집(504040),이마트24(성산아이파크점),서울특별시 마포구 모래내로9길 6 (성산동),서울특별시 마포구 성산동 667,,,14128053.12,4518509.17,
SFT0056580,아동안전지킴이집(504040),세븐일레븐(마포구청점),서울특별시 마포구 월드컵로 204 (성산동),서울특별시 마포구 성산동 591 -1,,,14126678.13,4518203.348,
SFT0056581,아동안전지킴이집(504040),대박부동산,서울특별시 마포구 월드컵북로 502-36 (상암동),서울특별시 마포구 상암동 1736,,,14124451.02,4521019.413,
SFT0056582,아동안전지킴이집(504040),아이스타안경원,서울특별시 마포구 월드컵북로 348 (상암동),서울특별시 마포구 상암동 41,,,14125718.12,4519801.74,
SFT0056583,아동안전지킴이집(504040),크린토피아 코인워시(상암dmc점),서울특별시 마포구 월드컵북로 350 (상암동),서울특별시 마포구 상암동 41-16,,,14125696.55,4519815.407,
SFT0056584,아동안전지킴이집(504040),월드컵파크세탁소,서울특별시 마포구 상암산로1길 57 (상암동),서울특별시 마포구 상암동 1689,,,14124685.93,4520233.704,
SFT0056585,아동안전지킴이집(504040),GS25(상암9단지점),서울특별시 마포구 월드컵북로 501 (상암동),서울특별시 마포구 상암동 1752,,,14124063.57,4520743.915,
SFT0063392,공공기관(501010),서울창전동우체국,서울특별시 마포구 독막로 109,null,,,14129299.03,4515779.835,공공기관
SFT0063393,공공기관(501010),서울망원동우체국,서울특별시 마포구 월드컵로 111,null,,,14127317.37,4517199.207,공공기관
SFT0063394,공공기관(501010),마포구청,서울특별시 마포구 월드컵로 212 (성산동),null,,,14126548.87,4518275.87,공공기관
SFT0063926,편의점(509010),세븐일레븐망원보령점,서울특별시 마포구 희우정로 111,서울특별시 마포구 망원동 455-37,,,14126532.07,4516704.807,편의점
SFT0064082,편의점(509010),GS25,서울특별시 마포구 월드컵로16길 3,서울특별시 마포구 서교동 440-15,,,14127527.24,4517044.143,편의점
SFT0064164,편의점(509010),공덕데시앙GS25점,서울특별시 마포구 독막로 320,서울특별시 마포구 도화동 560,,,14131771.36,4515060.889,편의점
SFT0064180,편의점(509010),CU,서울특별시 마포구 월드컵북로 396,서울특별시 마포구 상암동 1605,,,14125309.3,4520190.54,편의점
SFT0064189,편의점(509010),위드미서교미래점,서울특별시 마포구 월드컵북로5나길 21,서울특별시 마포구 서교동 452-13,,,14128227.03,4517107.943,편의점
SFT0064250,편의점(509010),GS25,서울특별시 마포구 월드컵로 37,서울특별시 마포구 합정동 426-20,,,14127736.33,4516393.722,편의점
SFT0064252,편의점(509010),GS25,서울특별시 마포구 동교로17길 55,서울특별시 마포구 서교동 458-2,,,14128067.66,4517051.69,편의점
SFT0064718,아동안전지킴이집(504040),학생의집 서점(성사문구),서울특별시 마포구 모래내로9길 24 (성산동),서울특별시 마포구 성산동 134 -18,,,14127772.29,4518603.351,
SFT0067476,방문요양(513081),늘사랑재가복지센터,서울특별시 마포구 손기정로 11,서울특별시 마포구 아현동 699-6,,,14133237.53,4517110.979,
SFT0067477,방문요양(513081),해바라기재가복지센터,서울특별시 마포구 마포대로24길 51,서울특별시 마포구 아현동 395-1,,,14133349.72,4516303.757,
SFT0067478,주야간보호서비스(513044),초록숲데이케어센터,서울특별시 마포구 마포대로11길 44-81,서울특별시 마포구 아현동 770,,,14132153.64,4516348.619,
SFT0067479,방문목욕서비스(513042),재단법인서울특별시 사회서비스원마포종합재가센터,서울특별시 마포구 마포대로11길 44-81,서울특별시 마포구 아현동 770,,,14132153.64,4516348.619,
SFT0067480,주야간보호서비스(513044),아현실버데이 케어센터,서울특별시 마포구 환일길 3,서울특별시 마포구 아현동 710,,,14133158.3,4517098.72,
SFT0067481,주야간보호서비스(513044),아현 노인복지센터,서울특별시 마포구 마포대로26길 19,서울특별시 마포구 아현동 85-238,,,14132983.22,4516750.097,
SFT0067482,방문목욕(513082),늘사랑재가복지센터,서울특별시 마포구 손기정로 11,서울특별시 마포구 아현동 699-6,,,14133237.53,4517110.979,
SFT0067483,방문목욕(513082),해바라기재가복지센터,서울특별시 마포구 마포대로24길 51,서울특별시 마포구 아현동 395-1,,,14133349.72,4516303.757,
SFT0067484,방문요양서비스(513041),재단법인서울특별시 사회서비스원마포종합재가센터,서울특별시 마포구 마포대로11길 44-81,서울특별시 마포구 아현동 770,,,14132153.64,4516348.619,
SFT0067485,방문요양(513081),(사)대한장애인복지협회재가노인복지센터,서울특별시 마포구 만리재로 14,서울특별시 마포구 공덕동 456,,,14132326.32,4515205.634,
SFT0067486,노인요양공동생활가정(513022),설화요양원,서울특별시 마포구 만리재로 115,서울특별시 마포구 공덕동 30-3,,,14133194.37,4516109.723,
SFT0067487,방문목욕(513082),한가족방문요양센터,서울특별시 마포구 만리재로 115,서울특별시 마포구 공덕동 30-3,,,14133194.37,4516109.723,
SFT0067488,주야간보호서비스(513044),마포노인복지센터,서울특별시 마포구 만리재옛12길 6-2,서울특별시 마포구 공덕동 26-12,,,14133059.34,4516017.137,
SFT0067489,방문요양서비스(513041),마포노인복지센터,서울특별시 마포구 만리재로 99,서울특별시 마포구 공덕동 17-60,,,14133082.91,4515936.43,
SFT0067490,방문목욕(513082),(사)대한장애인복지협회재가노인복지센터,서울특별시 마포구 만리재로 14,서울특별시 마포구 공덕동 456,,,14132326.32,4515205.634,
SFT0067491,방문목욕(513082),굿데이재가방문요양센터,서울특별시 마포구 마포대로 127,서울특별시 마포구 공덕동 404,,,14132247.31,4515514.682,
SFT0067492,방문요양(513081),한가족방문요양센터,서울특별시 마포구 만리재로 115,서울특별시 마포구 공덕동 30-3,,,14133194.37,4516109.723,
SFT0067493,방문요양(513081),설화재가복지센터,서울특별시 마포구 만리재로 115,서울특별시 마포구 공덕동 30-3,,,14133194.37,4516109.723,
SFT0067494,방문요양(513081),굿데이재가방문요양센터,서울특별시 마포구 마포대로 127,서울특별시 마포구 공덕동 404,,,14132247.31,4515514.682,
SFT0067495,방문요양(513081),(A+)한겨레실버 방문요양센터,서울특별시 마포구 마포대로 182-10,서울특별시 마포구 공덕동 105-155,,,14132671.93,4516076.081,
SFT0067496,방문요양(513081),#NAME?,서울특별시 마포구 마포대로 127,서울특별시 마포구 공덕동 404,,,14132247.31,4515514.682,
SFT0067497,방문목욕(513082),설화재가복지센터,서울특별시 마포구 만리재로 115,서울특별시 마포구 공덕동 30-3,,,14133194.37,4516109.723,
SFT0067498,방문목욕(513082),(A+)한겨레실버 방문요양센터,서울특별시 마포구 마포대로 182-10,서울특별시 마포구 공덕동 105-155,,,14132671.93,4516076.081,
SFT0067499,노인요양시설(513021),마포노인복지센터,서울특별시 마포구 만리재옛12길 6-2,서울특별시 마포구 공덕동 26-12,,,14133059.34,4516017.137,
SFT0067500,복지용구(513086),(A+)한겨레실버 복지용구센터,서울특별시 마포구 마포대로 182-10,서울특별시 마포구 공덕동 105-155,,,14132671.93,4516076.081,
SFT0067501,방문요양(513081),행복한 시니어 재가센터,서울특별시 마포구 마포대로6길 30,서울특별시 마포구 공덕동 256-5,,,14132426.64,4515361.084,
SFT0067502,방문요양(513081),밝은샘 장기요양센터,서울특별시 마포구 만리재로 74,서울특별시 마포구 신공덕동 159,,,14132923.43,4515546.273,
SFT0067503,방문목욕(513082),밝은샘 장기요양센터,서울특별시 마포구 만리재로 74,서울특별시 마포구 신공덕동 159,,,14132923.43,4515546.273,
SFT0067504,방문목욕(513082),도화재가방문센터,서울특별시 마포구 도화2길 63,서울특별시 마포구 도화동 347-109,,,14132041.83,4514394.109,
SFT0067505,방문목욕(513082),(A)비지팅엔젤스재가복지마포공덕지점,서울특별시 마포구 마포대로 52,서울특별시 마포구 도화동 36,,,14131748.79,4514693.152,
SFT0067506,방문요양(513081),느티나무 방문요양센터,서울특별시 마포구 마포대로 52,서울특별시 마포구 도화동 36,,,14131748.79,4514693.152,
SFT0067507,방문목욕(513082),하늘꿈실버재가요양센터,서울특별시 마포구 도화2길 28,서울특별시 마포구 도화동 347-71,,,14131942.97,4514562.505,
SFT0067508,방문요양(513081),(A)비지팅엔젤스재가복지마포공덕지점,서울특별시 마포구 마포대로 52,서울특별시 마포구 도화동 36,,,14131748.79,4514693.152,
SFT0067509,방문요양(513081),이로운 재가요양센터,서울특별시 마포구 독막로 331,서울특별시 마포구 도화동 553,,,14131941.21,4515060.899,
SFT0067510,방문요양(513081),하늘꿈실버재가요양센터,서울특별시 마포구 도화2길 28,서울특별시 마포구 도화동 347-71,,,14131942.97,4514562.505,
SFT0067511,방문목욕(513082),굿모닝노인복지센터,서울특별시 마포구 새창로6나길 31,서울특별시 마포구 도화동 1-352,,,14132497.06,4514802.728,
SFT0067512,방문요양(513081),도화재가방문센터,서울특별시 마포구 도화2길 63,서울특별시 마포구 도화동 347-109,,,14132041.83,4514394.109,
SFT0067513,방문목욕(513082),이로운 재가요양센터,서울특별시 마포구 독막로 331,서울특별시 마포구 도화동 553,,,14131941.21,4515060.899,
SFT0067514,방문요양(513081),(주)지음아이비에스,서울특별시 마포구 마포대로 44,서울특별시 마포구 도화동 37,,,14131686.39,4514641.853,
SFT0067515,방문목욕(513082),느티나무 방문요양센터,서울특별시 마포구 마포대로 52,서울특별시 마포구 도화동 36,,,14131748.79,4514693.152,
SFT0067516,방문요양(513081),굿모닝노인복지센터,서울특별시 마포구 새창로6나길 31,서울특별시 마포구 도화동 1-352,,,14132497.06,4514802.728,
SFT0067517,방문목욕(513082),(주)지음아이비에스,서울특별시 마포구 마포대로 44,서울특별시 마포구 도화동 37,,,14131686.39,4514641.853,
SFT0067518,방문요양(513081),서울남부재가노인복지센터,서울특별시 마포구 토정로 286-1,서울특별시 마포구 용강동 122-8,,,14131025.39,4514838.065,
SFT0067519,방문목욕(513082),서울남부재가노인복지센터,서울특별시 마포구 토정로 286-1,서울특별시 마포구 용강동 122-8,,,14131025.39,4514838.065,
SFT0067520,방문요양(513081),(A+)마음이통하는문 효자문,서울특별시 마포구 대흥로4길 38,서울특별시 마포구 용강동 149-48,,,14130792.09,4514861.988,
SFT0067521,방문목욕(513082),(A+)마음이통하는문 효자문,서울특별시 마포구 대흥로4길 38,서울특별시 마포구 용강동 149-48,,,14130792.09,4514861.988,
SFT0067522,방문요양(513081),노인대세 방문요양센터,서울특별시 마포구 토정로 288-1,서울특별시 마포구 용강동 122-12,,,14131039.41,4514824.306,
SFT0067523,복지용구(513086),케어플러스,서울특별시 마포구 대흥로6길 8,서울특별시 마포구 용강동 494-85,,,14130729.75,4515028.257,
SFT0067524,방문목욕(513082),무지개재가복지센터,서울특별시 마포구 마포대로 12,서울특별시 마포구 마포동 136-1,,,14131384.85,4514346.251,
SFT0067525,방문요양(513081),무지개재가복지센터,서울특별시 마포구 마포대로 12,서울특별시 마포구 마포동 136-1,,,14131384.85,4514346.251,
SFT0067526,방문요양(513081),(A)명아주재가센터,서울특별시 마포구 대흥로 163-2,서울특별시 마포구 대흥동 18-7,,,14131531.23,4516579.475,
SFT0067527,방문목욕(513082),(A)명아주재가센터,서울특별시 마포구 대흥로 163-2,서울특별시 마포구 대흥동 18-7,,,14131531.23,4516579.475,
SFT0067528,주야간보호서비스(513044),마포봄데이케어센터,서울특별시 마포구 대흥로 54,서울특별시 마포구 대흥동 337-11,,,14130872.31,4515346.131,
SFT0067529,방문요양(513081),섬김방문요양센터,서울특별시 마포구 대흥로 84-6,서울특별시 마포구 대흥동 252-1,,,14131113.02,4515673.984,
SFT0067530,방문간호(513083),(A)명아주재가센터,서울특별시 마포구 대흥로 163-2,서울특별시 마포구 대흥동 18-7,,,14131531.23,4516579.475,
SFT0067531,주야간보호서비스(513044),A+와우 주야간보호센터,서울특별시 마포구 고산18길 13,서울특별시 마포구 대흥동 18-4,,,14131509.72,4516586.833,
SFT0067532,방문목욕(513082),섬김방문요양센터,서울특별시 마포구 대흥로 84-6,서울특별시 마포구 대흥동 252-1,,,14131113.02,4515673.984,
SFT0067533,복지용구(513086),서울 종합간호요양센터,서울특별시 마포구 숭문길 58,서울특별시 마포구 염리동 520,,,14131542.34,4515922.993,
SFT0067534,주야간보호서비스(513044),염리데이케어센터,서울특별시 마포구 대흥로24길 50,서울특별시 마포구 염리동 14-11,,,14131857.12,4516729.918,
SFT0067535,방문요양(513081),늘기쁜재가요양센터,서울특별시 마포구 백범로 135,서울특별시 마포구 염리동 148-9,,,14131575.76,4515524.861,
SFT0067536,방문목욕(513082),마포성지노인복지센터,서울특별시 마포구 마포대로11길 94,서울특별시 마포구 염리동 27-46,,,14131911.68,4515901.834,
SFT0067537,방문목욕(513082),서울 종합간호요양센터,서울특별시 마포구 숭문길 58,서울특별시 마포구 염리동 520,,,14131542.34,4515922.993,
SFT0067538,방문간호(513083),서울 종합간호요양센터,서울특별시 마포구 숭문길 58,서울특별시 마포구 염리동 520,,,14131542.34,4515922.993,
SFT0067539,주야간보호서비스(513044),서울종합데이 케어센터,서울특별시 마포구 숭문길 36,서울특별시 마포구 염리동 96-1,,,14131526.36,4515773.531,
SFT0067540,노인요양시설(513021),노아 케어링하우스,서울특별시 마포구 숭문6길 12,서울특별시 마포구 염리동 36-38,,,14131652.12,4516019.103,
SFT0067541,방문요양(513081),마포성지노인복지센터,서울특별시 마포구 마포대로11길 94,서울특별시 마포구 염리동 27-46,,,14131911.68,4515901.834,
SFT0067542,방문요양(513081),서울 종합간호요양센터,서울특별시 마포구 숭문길 58,서울특별시 마포구 염리동 520,,,14131542.34,4515922.993,
SFT0067543,방문목욕(513082),늘기쁜재가요양센터,서울특별시 마포구 백범로 135,서울특별시 마포구 염리동 148-9,,,14131575.76,4515524.861,
SFT0067544,노인복지관(513031),우리마포복지관,서울특별시 마포구 신촌로26길 10,서울특별시 마포구 노고산동 1-50,,,14131165.09,4516873.947,노인복지관
SFT0067545,주야간보호서비스(513044),우리마포데이 케어센터,서울특별시 마포구 신촌로26길 10,서울특별시 마포구 노고산동 1-50,,,14131165.09,4516873.947,
SFT0067546,방문요양서비스(513041),푸른재가복지센터,서울특별시 마포구 백범로 13,서울특별시 마포구 노고산동 31-90,,,14130618.34,4516533.728,
SFT0067547,방문목욕서비스(513042),푸른재가복지센터,서울특별시 마포구 백범로 13,서울특별시 마포구 노고산동 31-90,,,14130618.34,4516533.728,
SFT0067548,방문요양서비스(513041),혜윰재가,서울특별시 마포구 신촌로12다길 10,서울특별시 마포구 노고산동 56-41,,,14130125.98,4516735.633,
SFT0067549,방문목욕(513082),양지 실버복지센터,서울특별시 마포구 토정로17길 22,서울특별시 마포구 신수동 287-2,,,14130440.35,4515446.236,
SFT0067550,방문요양(513081),와우노인복지센터,서울특별시 마포구 창전로2길 7-11,서울특별시 마포구 신수동 102-15,,,14130161.72,4515913.67,
SFT0067551,방문목욕(513082),와우노인복지센터,서울특별시 마포구 창전로2길 7-11,서울특별시 마포구 신수동 102-15,,,14130161.72,4515913.67,
SFT0067552,방문요양(513081),양지 실버복지센터,서울특별시 마포구 토정로17길 22,서울특별시 마포구 신수동 287-2,,,14130440.35,4515446.236,
SFT0067553,방문간호(513083),효섬김 재가요양센터,서울특별시 마포구 신수로 12,서울특별시 마포구 현석동 89,,,14130263.68,4515028.018,
SFT0067554,방문요양(513081),효섬김 재가요양센터,서울특별시 마포구 신수로 12,서울특별시 마포구 현석동 89,,,14130263.68,4515028.018,
SFT0067555,방문목욕(513082),효섬김 재가요양센터,서울특별시 마포구 신수로 12,서울특별시 마포구 현석동 89,,,14130263.68,4515028.018,
SFT0067556,방문요양(513081),코리아케어 서프라이(주),서울특별시 마포구 토정로 194,서울특별시 마포구 구수동 68-29,,,14130046.92,4515370.912,
SFT0067557,복지용구(513086),코리아케어 서프라이(주),서울특별시 마포구 토정로 194,서울특별시 마포구 구수동 68-29,,,14130046.92,4515370.912,
SFT0067558,방문목욕(513082),코리아케어 서프라이(주),서울특별시 마포구 토정로 194,서울특별시 마포구 구수동 68-29,,,14130046.92,4515370.912,
SFT0067559,주야간보호서비스(513044),창전데이케어센터,서울특별시 마포구 서강로1길 30,서울특별시 마포구 창전동 447,,,14129804.97,4515933.636,
SFT0067560,주야간보호서비스(513044),마포 데이케어센터,서울특별시 마포구 서강로 68,서울특별시 마포구 창전동 140,,,14130030.9,4515895.74,
SFT0067561,노인복지관(513031),마포노인종합복지관,서울특별시 마포구 서강로 68,서울특별시 마포구 창전동 140,,,14130030.9,4515895.74,노인복지관
SFT0067562,복지용구(513086),(주)엠에이치포커스복지용구판매사업소,서울특별시 마포구 토정로 106,서울특별시 마포구 상수동 349-10,,,14128966.52,4515331.965,노인복지관
SFT0067563,방문요양(513081),현대복지원,서울특별시 마포구 창전로 26,서울특별시 마포구 신정동 30,,,14129895.04,4515211.039,노인복지관
SFT0067564,복지용구(513086),A+미라클,서울특별시 마포구 잔다리로7안길 31,서울특별시 마포구 서교동 380-12,,,14128219.93,4516392.372,노인복지관
SFT0067565,방문목욕(513082),그린실버복지센터,서울특별시 마포구 양화로7길 14,서울특별시 마포구 서교동 391-16,,,14128124.4,4516264.737,노인복지관
SFT0067566,방문요양(513081),우리예 재가복지센터,서울특별시 마포구 양화로 59,서울특별시 마포구 서교동 393-5,,,14128099.35,4516141.737,노인복지관
SFT0067567,주야간보호서비스(513044),보사노인복지센터 (데이케어),서울특별시 마포구 동교로 132-3,서울특별시 마포구 서교동 464-43,,,14128339.59,4516723.965,노인복지관
SFT0067568,방문목욕(513082),울림두레돌봄센터,서울특별시 마포구 동교로12안길 23,서울특별시 마포구 서교동 480-27,,,14127962.68,4516632.3,노인복지관
SFT0067569,방문요양(513081),그린실버복지센터,서울특별시 마포구 양화로7길 14,서울특별시 마포구 서교동 391-16,,,14128124.4,4516264.737,노인복지관
SFT0067570,방문요양(513081),(A+)어르신이 행복한 세상,서울특별시 마포구 잔다리로7안길 31,서울특별시 마포구 서교동 380-12,,,14128219.93,4516392.372,노인복지관
SFT0067571,방문목욕(513082),가가호호재가복지센터,서울특별시 마포구 동교로12안길 23,서울특별시 마포구 서교동 480-27,,,14127962.68,4516632.3,노인복지관
SFT0067572,방문목욕(513082),비지팅엔젤스 재가 마포망원지점,서울특별시 마포구 성미산로2길 21,서울특별시 마포구 서교동 438-1,,,14127536.67,4517084.102,노인복지관
SFT0067573,방문요양서비스(513041),보사노인복지센터 (데이케어),서울특별시 마포구 동교로 132-3,서울특별시 마포구 서교동 464-43,,,14128339.59,4516723.965,노인복지관
