정류장번호,정류장명,위도,경도,정보수집일시,모바일단축번호,도시코드,도시명,관리도시명
SEB116000040,하이엔드1차·보건지소·치매센터,37.4814227,126.8925903,2.0221E+13,17126,11,서울특별시,서울
SEB116000041,지하이시티·보건지소·치매센터,37.4816976,126.8926352,2.0221E+13,17127,11,서울특별시,서울
SEB116000042,디지털단지오거리,37.4798962,126.8906988,2.0221E+13,17128,11,서울특별시,서울
SEB116000043,디지털단지오거리,37.479933,126.890398,2.0221E+13,17129,11,서울특별시,서울
SEB116000044,퀸즈빌,37.4873828,126.8329704,2.0221E+13,17130,11,서울특별시,서울
SEB116000045,가리봉시장,37.4828892,126.8871866,2.0221E+13,17131,11,서울특별시,서울
SEB116000046,가리봉시장,37.4824285,126.8869928,2.0221E+13,17132,11,서울특별시,서울
SEB116000047,남구로역,37.48418,126.886268,2.0221E+13,17133,11,서울특별시,서울
SEB116000048,구로4동자치회관,37.4860984,126.885645,2.0221E+13,17134,11,서울특별시,서울
SEB116000049,구로시장,37.4877971,126.88493,2.0221E+13,17135,11,서울특별시,서울
SEB116000050,구로시장,37.48798,126.88461,2.0221E+13,17136,11,서울특별시,서울
SEB116000051,구로4동우체국.고대구로병원정문,37.4902484,126.8842398,2.0221E+13,17137,11,서울특별시,서울
SEB116000052,구로4동우체국.고대구로병원정문,37.4899022,126.8840651,2.0221E+13,17138,11,서울특별시,서울
SEB116000053,구로119안전센터,37.4937842,126.8832312,2.0221E+13,17139,11,서울특별시,서울
SEB116000054,구로119안전센터,37.4938362,126.8829563,2.0221E+13,17140,11,서울특별시,서울
SEB116000055,우리유앤미아파트,37.4967741,126.882384,2.0221E+13,17141,11,서울특별시,서울
SEB116000056,구로변전소.구로초등학교,37.4977886,126.8840766,2.0221E+13,17142,11,서울특별시,서울
SEB116000057,쌍용구로정비사업소,37.4995738,126.8823344,2.0221E+13,17143,11,서울특별시,서울
SEB116000058,구로역·NC신구로점,37.5000384,126.8828494,2.0221E+13,17144,11,서울특별시,서울
SEB116000059,구로역·NC신구로점,37.5006709,126.8827624,2.0221E+13,17145,11,서울특별시,서울
SEB116000060,구로역.구로기계공구상가,37.503568,126.8793093,2.0221E+13,17146,11,서울특별시,서울
SEB116000061,구로역.구로기계공구상가,37.5034172,126.8789985,2.0221E+13,17147,11,서울특별시,서울
SEB116000062,기업은행구로중앙지점,37.5051655,126.877402,2.0221E+13,17148,11,서울특별시,서울
SEB116000063,기업은행구로중앙지점,37.5048734,126.8772441,2.0221E+13,17149,11,서울특별시,서울
SEB116000066,신도림중학교,37.5064944,126.8849526,2.0221E+13,17152,11,서울특별시,서울
SEB116000067,신도림중학교,37.506772,126.884705,2.0221E+13,17153,11,서울특별시,서울
SEB116000068,구로역,37.50455,126.882277,2.0221E+13,17154,11,서울특별시,서울
SEB116000069,구로역,37.5048451,126.8821395,2.0221E+13,17155,11,서울특별시,서울
SEB116000078,개봉사거리,37.4971447,126.8572965,2.0221E+13,17164,11,서울특별시,서울
SEB116000080,경인중학교,37.4966344,126.856259,2.0221E+13,17166,11,서울특별시,서울
SEB116000082,개봉치안센터,37.498196,126.8518576,2.0221E+13,17168,11,서울특별시,서울
SEB116000083,오류1동주민센터.오류문화센터,37.4968379,126.8461421,2.0221E+13,17169,11,서울특별시,서울
SEB116000084,오류1동주민센터.오류문화센터,37.4965314,126.844651,2.0221E+13,17170,11,서울특별시,서울
SEB116000085,오류동역,37.4955528,126.8432552,2.0221E+13,17171,11,서울특별시,서울
SEB116000086,오류동역,37.4956023,126.8425369,2.0221E+13,17172,11,서울특별시,서울
SEB116000087,씨티월드,37.4943443,126.8404926,2.0221E+13,17173,11,서울특별시,서울
SEB116000088,오류지구대.신오류주유소,37.4942645,126.8394647,2.0221E+13,17174,11,서울특별시,서울
SEB116000089,서울가든빌라앞,37.4911327,126.8313415,2.0221E+13,17175,11,서울특별시,서울
SEB116000090,서울가든빌라앞,37.491563,126.8316708,2.0221E+13,17176,11,서울특별시,서울
SEB116000091,성공회대학교유한공고앞,37.4894827,126.8251819,2.0221E+13,17177,11,서울특별시,서울
SEB116000093,연세중앙교회,37.4931082,126.8354231,2.0221E+13,17179,11,서울특별시,서울
SEB116000094,궁동청소년문화의집,37.4932724,126.8329863,2.0221E+13,17180,11,서울특별시,서울
SEB116000095,궁동청소년문화의집.구로검사소,37.4930883,126.8334191,2.0221E+13,17181,11,서울특별시,서울
SEB116000096,우신고등학교,37.4933,126.830847,2.0221E+13,17182,11,서울특별시,서울
SEB116000097,우신고등학교,37.4930633,126.8304506,2.0221E+13,17183,11,서울특별시,서울
SEB116000098,온수역,37.492802,126.82376,2.0221E+13,17184,11,서울특별시,서울
SEB116000099,온수역,37.492777,126.8244009,2.0221E+13,17185,11,서울특별시,서울
SEB116000100,온수동새마을금고,37.4960559,126.8243871,2.0221E+13,17186,11,서울특별시,서울
SEB116000101,정진학교.온수힐스테이트아파트,37.4969745,126.8221461,2.0221E+13,17187,11,서울특별시,서울
SEB116000102,수궁동주민센터,37.494651,126.830866,2.0221E+13,17188,11,서울특별시,서울
SEB116000103,수궁동주민센터,37.4942504,126.8307661,2.0221E+13,17189,11,서울특별시,서울
SEB116000104,수궁119안전센터,37.496815,126.829596,2.0221E+13,17190,11,서울특별시,서울
SEB116000105,수궁119안전센터,37.4967842,126.8293338,2.0221E+13,17191,11,서울특별시,서울
SEB116000106,예림디자인고.오류고.서울공연예술고,37.498605,126.829242,2.0221E+13,17192,11,서울특별시,서울
SEB116000107,예림디자인고.오류고.서울공연예술고,37.4984,126.82904,2.0221E+13,17193,11,서울특별시,서울
SEB116000108,서서울생활과학고.궁동도서관,37.5028443,126.8288506,2.0221E+13,17194,11,서울특별시,서울
SEB116000111,구로우체국.이펜하우스5단지후문,37.4817089,126.842512,2.0221E+13,17201,11,서울특별시,서울
SEB116000113,오류2동주민센터,37.488622,126.8398756,2.0221E+13,17203,11,서울특별시,서울
SEB116000114,오류2동주민센터,37.4889175,126.8395881,2.0221E+13,17204,11,서울특별시,서울
SEB116000115,오류2동새마을금고,37.4905229,126.8406511,2.0221E+13,17205,11,서울특별시,서울
SEB116000116,오류2동새마을금고,37.4908013,126.8405838,2.0221E+13,17206,11,서울특별시,서울
SEB116000117,대원주유소,37.4869343,126.8565297,2.0221E+13,17207,11,서울특별시,서울
SEB116000118,대원주유소,37.4873583,126.8561852,2.0221E+13,17208,11,서울특별시,서울
SEB116000119,현대아파트.개봉중앙시장,37.4909006,126.8561637,2.0221E+13,17209,11,서울특별시,서울
SEB116000120,현대아파트.개봉중앙시장,37.4909452,126.8558209,2.0221E+13,17210,11,서울특별시,서울
SEB116000121,덕의초등학교,37.5063377,126.8594403,2.0221E+13,17211,11,서울특별시,서울
SEB116000122,덕의초등학교,37.506158,126.8583582,2.0221E+13,17212,11,서울특별시,서울
SEB116000123,고척근린공원,37.5047224,126.8552979,2.0221E+13,17213,11,서울특별시,서울
SEB116000124,고척근린공원.고척도서관,37.5046337,126.8544693,2.0221E+13,17214,11,서울특별시,서울
SEB116000125,세곡초등학교,37.5026683,126.8498423,2.0221E+13,17215,11,서울특별시,서울
SEB116000126,세곡초등학교,37.503182,126.850607,2.0221E+13,17216,11,서울특별시,서울
SEB116000127,개봉푸르지오아파트,37.5021368,126.8478312,2.0221E+13,17217,11,서울특별시,서울
SEB116000128,개봉푸르지오아파트,37.5019938,126.8480532,2.0221E+13,17218,11,서울특별시,서울
SEB116000129,고척근린시장,37.5011232,126.850809,2.0221E+13,17219,11,서울특별시,서울
SEB116000130,용두연립,37.4990015,126.8517949,2.0221E+13,17220,11,서울특별시,서울
SEB116000133,고척파크푸르지오아파트,37.5071993,126.8595393,2.0221E+13,17223,11,서울특별시,서울
SEB116000134,고척시장,37.5037086,126.8620161,2.0221E+13,17225,11,서울특별시,서울
SEB116000135,고척시장,37.5033849,126.8618403,2.0221E+13,17226,11,서울특별시,서울
SEB116000136,고척중학교,37.5004123,126.8639673,2.0221E+13,17227,11,서울특별시,서울
SEB116000137,고척중학교,37.5007833,126.8633064,2.0221E+13,17228,11,서울특별시,서울
SEB116000138,구로디지털단지역,37.4834896,126.9016459,2.0221E+13,17229,11,서울특별시,서울
SEB116000139,삼부르네상스.효성아파트,37.4786701,126.894824,2.0221E+13,17230,11,서울특별시,서울
SEB116000140,구일우성아파트,37.4892071,126.8757691,2.0221E+13,17231,11,서울특별시,서울
SEB116000141,구일우성아파트,37.49013,126.875812,2.0221E+13,17232,11,서울특별시,서울
SEB116000142,개봉역,37.4938618,126.8563774,2.0221E+13,17233,11,서울특별시,서울
SEB116000143,개봉역,37.4933872,126.8573362,2.0221E+13,17234,11,서울특별시,서울
SEB116000144,개봉1동사거리.개봉푸르지오아파트,37.5008142,126.8472611,2.0221E+13,17235,11,서울특별시,서울
SEB116000145,개봉1동사거리,37.5004695,126.846915,2.0221E+13,17236,11,서울특별시,서울
SEB116000146,구로1동우체국,37.4914848,126.8746559,2.0221E+13,17237,11,서울특별시,서울
SEB116000147,구일우성아파트,37.4887147,126.8762607,2.0221E+13,17238,11,서울특별시,서울
SEB116000148,디지털단지입구,37.4866273,126.8767266,2.0221E+13,17239,11,서울특별시,서울
SEB116000149,구로보건소,37.5001805,126.8891546,2.0221E+13,17240,11,서울특별시,서울
SEB116000151,구일우성아파트,37.489743,126.8758256,2.0221E+13,17242,11,서울특별시,서울
SEB116000153,남구로역,37.4849129,126.8869823,2.0221E+13,17245,11,서울특별시,서울
SEB116000155,구로남초등학교,37.4838634,126.8911892,2.0221E+13,17247,11,서울특별시,서울
SEB116000156,연세중앙교회,37.4933027,126.8359813,2.0221E+13,17248,11,서울특별시,서울
SEB116000157,동양빌라,37.4951898,126.831597,2.0221E+13,17251,11,서울특별시,서울
SEB116000158,남구로역6번출구,37.487568,126.888445,2.0221E+13,17252,11,서울특별시,서울
SEB116000159,궁동입구,37.4934389,126.8340799,2.0221E+13,17253,11,서울특별시,서울
SEB116000160,현대아파트,37.504635,126.886618,2.0221E+13,17254,11,서울특별시,서울
SEB116000161,롯데아파트,37.5030105,126.8846269,2.0221E+13,17255,11,서울특별시,서울
SEB116000162,구로역·NC신구로점,37.501827,126.882557,2.0221E+13,17256,11,서울특별시,서울
SEB116000163,롯데아파트,37.5027211,126.8847503,2.0221E+13,17257,11,서울특별시,서울
SEB116000164,제중병원,37.5036149,126.8866148,2.0221E+13,17258,11,서울특별시,서울
SEB116000177,서서울생활과학고.궁동도서관,37.5022319,126.829059,2.0221E+13,17195,11,서울특별시,서울
SEB116000194,온수동종점,37.491642,126.821273,2.0221E+13,17289,11,서울특별시,서울
SEB116000195,온수동종점,37.4919218,126.8213789,2.0221E+13,17290,11,서울특별시,서울
SEB116000196,신도림생활체육관.우성3차아파트,37.5131858,126.8832044,2.0221E+13,17291,11,서울특별시,서울
SEB116000197,우성3차아파트,37.5126846,126.8858251,2.0221E+13,17292,11,서울특별시,서울
SEB116000198,구로구청,37.4959285,126.8884812,2.0221E+13,17293,11,서울특별시,서울
SEB116000200,대림역,37.4935009,126.8943735,2.0221E+13,17296,11,서울특별시,서울
SEB116000201,구로중학교,37.4930931,126.8908083,2.0221E+13,17297,11,서울특별시,서울
SEB116000202,우신고등학교후문,37.496044,126.824903,2.0221E+13,17298,11,서울특별시,서울
SEB116000203,동양빌라,37.4951514,126.8318731,2.0221E+13,17299,11,서울특별시,서울
SEB116000204,궁동입구,37.4934553,126.8342168,2.0221E+13,17300,11,서울특별시,서울
SEB116000205,윤성빌라,37.4973776,126.8302938,2.0221E+13,17301,11,서울특별시,서울
SEB116000206,궁동사회복지관,37.4988529,126.8301729,2.0221E+13,17302,11,서울특별시,서울
SEB116000207,원각사입구,37.5006177,126.8295094,2.0221E+13,17303,11,서울특별시,서울
SEB116000233,구로보건소.금호새솔아파트,37.5002603,126.890678,2.0221E+13,17629,11,서울특별시,서울
SEB116000235,구로공구상가,37.5047168,126.877414,2.0221E+13,17631,11,서울특별시,서울
SEB116000287,거성푸르뫼아파트,37.5006058,126.8436789,2.0221E+13,17306,11,서울특별시,서울
SEB116000288,거성푸르뫼아파트,37.5003224,126.8433197,2.0221E+13,17305,11,서울특별시,서울
SEB116000292,알뜰슈퍼,37.5083877,126.8799022,2.0221E+13,17754,11,서울특별시,서울
SEB116000296,푸른수목원후문.저수지앞,37.4842895,126.8224245,2.0221E+13,17365,11,서울특별시,서울
SEB116000297,푸른수목원후문.저수지앞,37.4840403,126.822244,2.0221E+13,17369,11,서울특별시,서울
SEB116000304,매화빌라,37.4768855,126.8234319,2.0221E+13,17368,11,서울특별시,서울
SEB116000305,매화빌라,37.4769004,126.823,2.0221E+13,17366,11,서울특별시,서울
SEB116000346,세븐일레븐,37.5092442,126.878574,2.0221E+13,17819,11,서울특별시,서울
SEB116000352,하나마트,37.5104365,126.8795878,2.0221E+13,17825,11,서울특별시,서울
SEB116000354,진흥슈퍼,37.5114475,126.880473,2.0221E+13,17827,11,서울특별시,서울
SEB116000357,신도림자동차학원,37.512327,126.881548,2.0221E+13,17830,11,서울특별시,서울
SEB116000358,우성아파트,37.5114571,126.8855385,2.0221E+13,17831,11,서울특별시,서울
SEB116000361,신도림역,37.5106671,126.8896176,2.0221E+13,17834,11,서울특별시,서울
SEB116000381,신도림동아3차아파트,37.510174,126.8838007,2.0221E+13,17855,11,서울특별시,서울
SEB116000389,구로보건소,37.5003597,126.8889643,2.0221E+13,17863,11,서울특별시,서울
SEB116000390,구로역(NC백화점),37.4996998,126.8831338,2.0221E+13,17865,11,서울특별시,서울
SEB116000391,구로역(NC백화점),37.5004801,126.8829912,2.0221E+13,17866,11,서울특별시,서울
SEB116000392,구로구청,37.4957878,126.8903214,2.0221E+13,17867,11,서울특별시,서울
SEB116000393,구로구청,37.49587,126.8885412,2.0221E+13,17868,11,서울특별시,서울
SEB116000394,오류동입구,37.500084,126.847107,2.0221E+13,17869,11,서울특별시,서울
SEB116000395,오류동입구,37.5001762,126.8473126,2.0221E+13,17870,11,서울특별시,서울
SEB116000402,개봉역입구,37.4910614,126.8558015,2.0221E+13,17877,11,서울특별시,서울
SEB116000403,개봉역입구,37.491033,126.856151,2.0221E+13,17878,11,서울특별시,서울
SEB116000404,개봉교,37.4876466,126.856136,2.0221E+13,17879,11,서울특별시,서울
SEB116000405,개봉교,37.4865803,126.8565858,2.0221E+13,17880,11,서울특별시,서울
SEB116000406,대림역,37.4933532,126.8944155,2.0221E+13,17881,11,서울특별시,서울
SEB116000417,구로공구상가,37.5033556,126.879572,2.0221E+13,17897,11,서울특별시,서울
SEB116000439,베스트웨스턴구로호텔코오롱싸이언스밸리,37.4831733,126.8994866,2.0221E+13,17727,11,서울특별시,서울
SEB116000440,코오롱싸이언스밸리.베스트웨스턴구로호텔,37.4835182,126.8991865,2.0221E+13,17726,11,서울특별시,서울
SEB116000441,디지털1단지,37.4837488,126.8948983,2.0221E+13,17725,11,서울특별시,서울
SEB116000444,디지털단지오거리,37.4799515,126.8907524,2.0221E+13,17723,11,서울특별시,서울
SEB116000445,동부골든아파트,37.4988209,126.8404367,2.0221E+13,17304,11,서울특별시,서울
SEB116000446,동부골든.한신플러스타운,37.4987202,126.8406077,2.0221E+13,17309,11,서울특별시,서울
SEB116000447,오류동삼거리,37.4957851,126.8403656,2.0221E+13,17308,11,서울특별시,서울
SEB116000448,오류동삼거리,37.4953703,126.8408783,2.0221E+13,17307,11,서울특별시,서울
SEB116000563,구로역.나인스애비뉴,37.4998227,126.8834797,2.0221E+13,17310,11,서울특별시,서울
SEB116000565,천왕역1번출구,37.4858051,126.8390523,2.0221E+13,17600,11,서울특별시,서울
SEB116000568,천왕이펜하우스2단지,37.4856524,126.8379747,2.0221E+13,17700,11,서울특별시,서울
SEB116000576,신도림역,37.508906,126.8883126,2.0221E+13,17775,11,서울특별시,서울
SEB116000577,신도림4차e편한세상,37.5121981,126.8877443,2.0221E+13,15808,11,서울특별시,서울
SEB116000579,구로우체국.이펜하우스3단지후문,37.4817022,126.8421432,2.0221E+13,17701,11,서울특별시,서울
SEB116000583,연지마을,37.482763,126.8422699,2.0221E+13,17410,11,서울특별시,서울
SEB116000584,구로중앙하이츠아파트.화원복지관,37.4982774,126.8799116,2.0221E+13,17260,11,서울특별시,서울
SEB116000585,신동아미래지움아파트,37.4998582,126.8801466,2.0221E+13,17261,11,서울특별시,서울
SEB116000586,구로역,37.5020712,126.882775,2.0221E+13,17259,11,서울특별시,서울
SEB116000587,보성운수기종점,37.4902133,126.892865,2.0221E+13,17899,11,서울특별시,서울
SEB116000589,금강수목원아파트,37.4896097,126.8345136,2.0221E+13,17801,11,서울특별시,서울
SEB116000590,금강수목원아파트,37.4893049,126.8343073,2.0221E+13,17704,11,서울특별시,서울
SEB116000591,동부골든아파트후문,37.4995684,126.841915,2.0221E+13,17315,11,서울특별시,서울
SEB116000592,동삼빌라,37.4872651,126.8239106,2.0221E+13,17697,11,서울특별시,서울
SEB116000593,천왕이펜하우스6단지후문,37.4781571,126.8426662,2.0221E+13,17460,11,서울특별시,서울
SEB116000594,천왕이펜하우스5단지,37.4797667,126.8406164,2.0221E+13,17986,11,서울특별시,서울
SEB116000595,천왕이펜하우스3.4단지,37.4811695,126.838656,2.0221E+13,17987,11,서울특별시,서울
SEB116000596,초롱타운아파트,37.4958292,126.8800116,2.0221E+13,17262,11,서울특별시,서울
SEB116000597,연지타운2단지,37.4839081,126.840811,2.0221E+13,17399,11,서울특별시,서울
SEB116000598,연지타운2단지,37.4837306,126.8408329,2.0221E+13,17397,11,서울특별시,서울
SEB116000603,롯데시티호텔구로,37.485282,126.8974925,2.0221E+13,17751,11,서울특별시,서울
SEB116000604,롯데시티호텔구로,37.4854535,126.8967459,2.0221E+13,17752,11,서울특별시,서울
SEB116000605,오남중학교.삼미주택,37.4885327,126.8367978,2.0221E+13,17196,11,서울특별시,서울
SEB116000606,오남중학교,37.488065,126.8369268,2.0221E+13,17197,11,서울특별시,서울
SEB116000607,성락교회크리스천선교센터,37.509193,126.88181,2.0221E+13,17755,11,서울특별시,서울
SEB116000609,개봉역,37.4934472,126.8570002,2.0221E+13,17243,11,서울특별시,서울
SEB116000611,동부골든아파트후문,37.499917,126.842048,2.0221E+13,17314,11,서울특별시,서울
SEB116000612,개봉고가,37.4936834,126.8557476,2.0221E+13,17246,11,서울특별시,서울
SEB116000613,개봉1동사거리,37.5010678,126.8455328,2.0221E+13,17312,11,서울특별시,서울
SEB116000614,개봉1동사거리,37.5012109,126.8453708,2.0221E+13,17311,11,서울특별시,서울
SEB116000615,스타밸리앞,37.4812319,126.8849702,2.0221E+13,18227,11,서울특별시,서울
SEB116000616,솔길공원,37.4886882,126.8804103,2.0221E+13,17157,11,서울특별시,서울
SEB116000617,GS25,37.4902247,126.8803486,2.0221E+13,17158,11,서울특별시,서울
SEB116000618,초롱타운회전교차로,37.4958579,126.8796056,2.0221E+13,17156,11,서울특별시,서울
SEB116000619,두암빌라,37.4952751,126.8255161,2.0221E+13,17150,11,서울특별시,서울
SEB116000620,경북슈퍼마켓,37.4881783,126.8568381,2.0221E+13,17515,11,서울특별시,서울
SEB116000621,쌍용구로정비사업소,37.4998375,126.8825792,2.0221E+13,17222,11,서울특별시,서울
SEB116000622,우리유엔미아파트,37.4970474,126.8826394,2.0221E+13,17221,11,서울특별시,서울
SEB116000624,원각사입구,37.5005565,126.8295257,2.0221E+13,17400,11,서울특별시,서울
SEB116000627,항동우남퍼스트빌,37.4769868,126.8188548,2.0221E+13,17160,11,서울특별시,서울
SEB116000628,푸른수목원,37.4814287,126.8241842,2.0221E+13,17361,11,서울특별시,서울
SEB116000629,항동복합행정센터,37.4797642,126.8221458,2.0221E+13,17362,11,서울특별시,서울
SEB116000630,푸른수목원,37.4811903,126.8245517,2.0221E+13,17363,11,서울특별시,서울
SEB116000631,항동복합행정센터,37.4795088,126.822422,2.0221E+13,17364,11,서울특별시,서울
SEB116000632,항동하버라인10단지,37.4797915,126.8258522,2.0221E+13,17712,11,서울특별시,서울
SEB116000633,항동하버라인3단지,37.4790014,126.8227527,2.0221E+13,17359,11,서울특별시,서울
SEB116000634,항동하버라인3단지,37.4791611,126.823045,2.0221E+13,17360,11,서울특별시,서울
SEB116000635,디지털단지오거리,37.4801153,126.8887534,2.0221E+13,17389,11,서울특별시,서울
SEB116000636,디지털단지오거리.가산파출소,37.4796303,126.8887176,2.0221E+13,18151,11,서울특별시,서울
SEB116000637,항동하버라인2단지,37.4813092,126.8217779,2.0221E+13,17371,11,서울특별시,서울
SEB116000638,항동중흥S클래스,37.4810835,126.8216009,2.0221E+13,17370,11,서울특별시,서울
SEB116000639,항동하버라인4단지,37.4817035,126.8254089,2.0221E+13,17802,11,서울특별시,서울
SEB116000640,별장쉐르빌앞,37.4873385,126.8337972,2.0221E+13,17804,11,서울특별시,서울
SEB116000641,덕일전자공업고등학교,37.4898924,126.8371767,2.0221E+13,17806,11,서울특별시,서울
SEB116000643,항동하버라인4단지.푸른수목원,37.4828805,126.8259888,2.0221E+13,17808,11,서울특별시,서울
SEB116000644,항동하버라인3단지아파트,37.4794501,126.8253787,2.0221E+13,17809,11,서울특별시,서울
SEB116000645,구로SKV1지식산업센터,37.4777467,126.8172857,2.0221E+13,17161,11,서울특별시,서울
SEB116000646,경남아너스빌아파트,37.4908457,126.8394522,2.0221E+13,17456,11,서울특별시,서울
SEB116000647,영풍마드레빌아파트.소공원사거리,37.4911309,126.839538,2.0221E+13,17178,11,서울특별시,서울
SEB116000648,가리봉파출소,37.4792209,126.8918621,2.0221E+13,17249,11,서울특별시,서울
SEB116000649,구로SKV1.제일풍경채포레스트,37.4775158,126.8169705,2.0221E+13,17162,11,서울특별시,서울
SEB116000650,웰크론,37.482732,126.8936971,2.0221E+13,17244,11,서울특별시,서울
SEB116900001,구로구민회관,37.4961992,126.8902618,2.0221E+13,17694,11,서울특별시,서울
SEB116900002,SK허브수.구로우성APT,37.4956839,126.8738018,2.0221E+13,17690,11,서울특별시,서울
SEB116900003,삼성그린빌라,37.490485,126.8516794,2.0221E+13,17689,11,서울특별시,서울
SEB116900004,거성푸르뫼아파트입구,37.5013221,126.8463908,2.0221E+13,17686,11,서울특별시,서울
SEB116900005,우성꿈동산.산업인아파트,37.5035347,126.8636135,2.0221E+13,17684,11,서울특별시,서울
SEB116900006,유한공고.성공회대앞,37.488907,126.8245965,2.0221E+13,17682,11,서울특별시,서울
SEB116900007,영림중학교,37.4972904,126.8917216,2.0221E+13,17678,11,서울특별시,서울
SEB116900008,하이츠.영화.우방.한국현대,37.4966346,126.8750246,2.0221E+13,17677,11,서울특별시,서울
SEB116900009,작은굴다리,37.5029295,126.845529,2.0221E+13,17673,11,서울특별시,서울
SEB116900010,개봉한진아파트.기점,37.4861494,126.8520747,2.0221E+13,17619,11,서울특별시,서울
SEB116900011,동진빌라.오정초등학교,37.4906689,126.8253388,2.0221E+13,17615,11,서울특별시,서울
SEB116900012,구로고.구로도서관,37.4985267,126.8907054,2.0221E+13,17598,11,서울특별시,서울
SEB116900013,GS25.한신아파트,37.4957338,126.8740426,2.0221E+13,17597,11,서울특별시,서울
SEB116900014,거성아파트,37.4894994,126.8510899,2.0221E+13,17596,11,서울특별시,서울
SEB116900015,삼원목욕탕,37.50471,126.8461848,2.0221E+13,17594,11,서울특별시,서울
SEB116900016,건강약국,37.5026653,126.8447061,2.0221E+13,17593,11,서울특별시,서울
SEB116900017,개봉3동주민센터,37.4862735,126.8540082,2.0221E+13,17592,11,서울특별시,서울
SEB116900018,현대2차APT,37.4918808,126.860544,2.0221E+13,17591,11,서울특별시,서울
SEB116900019,구민체육센터후문,37.5075268,126.8539611,2.0221E+13,17590,11,서울특별시,서울
SEB116900020,온수역,37.4920372,126.8238225,2.0221E+13,17588,11,서울특별시,서울
SEB116900023,오류고등학교.수궁동복지회관,37.4986707,126.8284021,2.0221E+13,17584,11,서울특별시,서울
SEB116900024,오류중학교,37.5064984,126.8452626,2.0221E+13,17583,11,서울특별시,서울
SEB116900025,개봉중학교,37.5022956,126.8431461,2.0221E+13,17582,11,서울특별시,서울
SEB116900026,개봉전화국,37.4863938,126.8558975,2.0221E+13,17581,11,서울특별시,서울
SEB116900027,현대IPARK정문,37.4910441,126.8609086,2.0221E+13,17580,11,서울특별시,서울
SEB116900028,진성아파트,37.5070235,126.8550186,2.0221E+13,17579,11,서울특별시,서울
SEB116900029,럭비구장,37.491002,126.8275715,2.0221E+13,17577,11,서울특별시,서울
SEB116900031,현대별장맨션타운4차.덕성교회,37.4981049,126.8266538,2.0221E+13,17573,11,서울특별시,서울
SEB116900032,건강약국,37.5027958,126.8446459,2.0221E+13,17572,11,서울특별시,서울
SEB116900033,현대IPARK후문,37.4889165,126.8600859,2.0221E+13,17570,11,서울특별시,서울
SEB116900034,덕의공원,37.5069011,126.855778,2.0221E+13,17569,11,서울특별시,서울
SEB116900035,리가아파트,37.5059715,126.8607022,2.0221E+13,17568,11,서울특별시,서울
SEB116900036,오류동교회,37.4967301,126.8396347,2.0221E+13,17566,11,서울특별시,서울
SEB116900038,우신중.고후문,37.4958721,126.8255144,2.0221E+13,17563,11,서울특별시,서울
SEB116900041,철산교앞,37.488093,126.8594179,2.0221E+13,17560,11,서울특별시,서울
SEB116900042,고척2동주민센터.고척지구대,37.5065258,126.8585226,2.0221E+13,17559,11,서울특별시,서울
SEB116900043,센추리아파트,37.5049657,126.8612662,2.0221E+13,17558,11,서울특별시,서울
SEB116900047,온수역,37.4929546,126.8250914,2.0221E+13,17555,11,서울특별시,서울
SEB116900049,양우아파트,37.5048737,126.8559186,2.0221E+13,17551,11,서울특별시,서울
SEB116900050,고척시장,37.5031035,126.8623769,2.0221E+13,17550,11,서울특별시,서울
SEB116900051,서해그랑블아파트.금강수목원아파트후문,37.4884444,126.8311553,2.0221E+13,17549,11,서울특별시,서울
SEB116900052,월드아파트,37.5052712,126.8767774,2.0221E+13,17547,11,서울특별시,서울
SEB116900055,온수초교후문,37.4943446,126.8247851,2.0221E+13,17544,11,서울특별시,서울
SEB116900057,경남아파트앞,37.5039155,126.8564113,2.0221E+13,17541,11,서울특별시,서울
SEB116900058,청구아파트후문,37.5011458,126.863507,2.0221E+13,17540,11,서울특별시,서울
SEB116900059,금강수목원아파트정문.동도아트빌,37.4892249,126.8325389,2.0221E+13,17539,11,서울특별시,서울
SEB116900060,한일유엔아이APT.현대로얄APT,37.4863072,126.8766945,2.0221E+13,17536,11,서울특별시,서울
SEB116900062,우신중.고후문,37.4960073,126.8255107,2.0221E+13,17533,11,서울특별시,서울
SEB116900064,대우아파트,37.5023562,126.856127,2.0221E+13,17530,11,서울특별시,서울
SEB116900065,고척1동주민센터.한효아파트,37.5007747,126.8620826,2.0221E+13,17529,11,서울특별시,서울
SEB116900067,대림3차아파트,37.5068806,126.8784997,2.0221E+13,17527,11,서울특별시,서울
SEB116900068,구로2동지하차도입구,37.4901642,126.881173,2.0221E+13,17526,11,서울특별시,서울
SEB116900070,현대별장맨션타운4차.덕성교회,37.4981534,126.8265496,2.0221E+13,17524,11,서울특별시,서울
SEB116900072,성화단지앞,37.5004598,126.8557461,2.0221E+13,17521,11,서울특별시,서울
SEB116900073,서울가든아파트,37.5010736,126.8603584,2.0221E+13,17520,11,서울특별시,서울
SEB116900076,오류고등학교.수궁동복지회관,37.4987611,126.8286518,2.0221E+13,17514,11,서울특별시,서울
SEB116900077,낙원할인마트,37.4999376,126.8495559,2.0221E+13,17513,11,서울특별시,서울
SEB116900078,삼환로노즈빌아파트,37.4987822,126.8566699,2.0221E+13,17512,11,서울특별시,서울
SEB116900079,새마을금고사거리,37.5016992,126.8590429,2.0221E+13,17511,11,서울특별시,서울
SEB116900081,세곡초등학교,37.5027164,126.8493637,2.0221E+13,17509,11,서울특별시,서울
